node	type
"meningiomas, multiple"	disease
"histiocytoma, benign fibrous"	disease
cannabis-related disorder	disease
malignant meningioma	disease
neurogenic muscular atrophy	disease
benign meningioma	disease
meningothelial meningioma	disease
fibrous meningioma	disease
psammomatous meningioma	disease
angiomatous meningioma	disease
hemangioblastic meningioma	disease
hemangiopericytic meningioma	disease
transitional meningioma	disease
"breast cancer, familial"	disease
spinal meningioma	disease
intracranial meningioma	disease
aortic valve calcification	disease
clear cell meningioma	disease
xanthomatous meningioma	disease
neoplasm of uncertain or unknown behavior of ovary	disease
neoplasm of uncertain or unknown behavior of breast	disease
cerebral convexity meningioma	disease
parasagittal meningioma	disease
breast adenocarcinoma	disease
ovarian neoplasm	disease
malignant neoplasm of ovary	disease
endometrial adenocarcinoma	disease
squamous cell carcinoma of the head and neck	disease
intraorbital meningioma	disease
intraventricular meningioma	disease
olfactory groove meningioma	disease
secretory meningioma	disease
microcystic meningioma	disease
angioblastic meningioma	disease
posterior fossa meningioma	disease
sphenoid wing meningioma	disease
"breast cancer, familial male"	disease
proteus-like syndrome (disorder)	disease
macrocephaly mesodermal hamartoma spectrum	disease
cowden-like syndrome (disorder)	disease
"polyposis, adenomatous intestinal"	disease
familial intestinal polyposis	disease
papillary meningioma	disease
cowden syndrome 6	disease
pancreatic carcinoma	disease
familial partial lipodystrophy	disease
benign tumor of pancreas	disease
"familial partial lipodystrophy, type 1"	disease
"familial partial lipodystrophy, type 2"	disease
"familial partial lipodystrophy, type 3"	disease
"insulin resistance, susceptibility to"	disease
nasopharyngeal carcinoma	disease
hypoinsulinemic hypoglycemia with hemihypertrophy	disease
"diabetes mellitus, type 2, protection against"	disease
hematological disease	disease
lead poisoning	disease
"porphyrias, hepatic"	disease
porphobilinogen synthase deficiency	disease
"lead poisoning, nervous system"	disease
"lead poisoning, susceptibility to"	disease
disorders of porphyrin metabolism	disease
hereditary sideroblastic anemia	disease
"protoporphyria, erythropoietic, x-linked dominant"	disease
angioedema	disease
azoospermia	disease
brain diseases	disease
echinococcosis	disease
"glomerulonephritis, membranoproliferative"	disease
membranous glomerulonephritis	disease
hemolytic-uremic syndrome	disease
hiv seropositivity	disease
delayed hypersensitivity	disease
keloid	disease
aseptic meningitis	disease
myopathy	disease
nephritis	disease
"nephritis, interstitial"	disease
occupational diseases	disease
pancreatitis	disease
respiratory tract diseases	disease
"rhinitis, allergic, perennial"	disease
serum sickness	disease
thrombocytopenia	disease
"nephritis, tubulointerstitial"	disease
urticaria	disease
uveitis	disease
encephalopathies	disease
idiopathic membranous glomerulonephritis	disease
"liver failure, acute"	disease
hypoalbuminemia	disease
"membranoproliferative glomerulonephritis, type i"	disease
"membranoproliferative glomerulonephritis, type ii"	disease
"hyperthyroxinemia, familial dysalbuminemic"	disease
analbuminemia	disease
heymann nephritis	disease
"membranoproliferative glomerulonephritis, type iii"	disease
adrenoleukodystrophy	disease
adrenomyeloneuropathy	disease
contiguous abcd1-dxs1375e deletion syndrome	disease
creutzfeldt-jakob disease	disease
new variant creutzfeldt-jakob disease	disease
"creutzfeldt-jakob disease, familial"	disease
"heart rupture, traumatic"	disease
flushing	disease
heart injuries	disease
alcohol-related disorders	disease
alcohol-induced disorders	disease
complications of diabetes mellitus	disease
"hangover, susceptibility to (finding)"	disease
"alcohol sensitivity, acute"	disease
cataract	disease
injury of cornea	disease
corneal scar	disease
pseudoaphakia	disease
lens opacities	disease
"microphthalmia, isolated 1"	disease
"microphthalmia, isolated 8"	disease
paranoid schizophrenia	disease
sjogren-larsson syndrome	disease
glycogen storage disease xii	disease
hereditary fructose intolerance syndrome	disease
"hepatitis, autoimmune"	disease
endometrial neoplasms	disease
endometrial carcinoma	disease
brain neoplasms	disease
"granuloma, plasma cell"	disease
"neoplasm recurrence, local"	disease
neuroblastoma	disease
rhabdomyosarcoma	disease
diffuse large b-cell lymphoma	disease
"plasma cell granuloma, pulmonary"	disease
malignant neoplasm of brain	disease
ki-1+ anaplastic large cell lymphoma	disease
papillary thyroid carcinoma	disease
inflammatory breast carcinoma	disease
inflammatory myofibroblastic tumor	disease
"benign neoplasm of brain, unspecified"	disease
"brain tumor, primary"	disease
recurrent brain neoplasm	disease
primary malignant neoplasm of brain	disease
"anaplastic large cell lymphoma, alk-positive"	disease
alk positive large b-cell lymphoma	disease
ovarian serous adenocarcinoma	disease
"neoplasms, intracranial"	disease
"neuroblastoma, susceptibility to, 3"	disease
neural crest tumor	disease
chemical burns	disease
dermatologic disorders	disease
adenoma	disease
colitis	disease
colonic polyps	disease
drug eruptions	disease
"fractures, closed"	disease
multiple organ failure	disease
"adenoma, basal cell"	disease
follicular adenoma	disease
"adenoma, microcystic"	disease
"adenoma, monomorphic"	disease
papillary adenoma	disease
"adenoma, trabecular"	disease
endotoxemia	disease
morbilliform drug reaction	disease
"fractures, occult"	disease
congenital ichthyosis	disease
palmoplantar keratosis	disease
congenital nonbullous ichthyosiform erythroderma	disease
harlequin fetus	disease
erythrokeratoderma	disease
self-healing collodion baby	disease
"ichthyosiform erythroderma, congenital, nonbullous, 1"	disease
ichthyosis congenita ii	disease
collodion fetus	disease
"ichthyosis, congenital, autosomal recessive 2"	disease
alveolar bone loss	disease
metabolic bone disorder	disease
heat stroke	disease
hypophosphatasia	disease
osteopenia	disease
childhood hypophosphatasia (disorder)	disease
infantile hypophosphatasia	disease
adult hypophosphatasia (disorder)	disease
odontohypophosphatasia (disorder)	disease
"hypophosphatasia, perinatal lethal"	disease
lymphatic diseases	disease
polydactyly	disease
frontonasal dysplasia	disease
amelogenesis imperfecta	disease
amelogenesis imperfecta local hypoplastic form	disease
"amelogenesis imperfecta, type if"	disease
"carcinoma, transitional cell"	disease
amelogenesis imperfecta hypomaturation type	disease
"amelogenesis imperfecta, hypoplastic/hypomaturation, x-linked 1"	disease
"amelogenesis imperfecta, hypomaturation type, with snow-capped teeth"	disease
female urogenital diseases	disease
persistent mullerian duct syndrome	disease
muscle weakness	disease
muscle amp deaminase deficiency	disease
adenosine monophosphate deaminase deficiency	disease
myopathy due to myoadenylate deaminase deficiency	disease
cerebellar hypoplasia	disease
"spastic paraplegia 63, autosomal recessive"	disease
"pontocerebellar hypoplasia, type 9"	disease
"myopathy, centronuclear, autosomal recessive"	disease
"hyperglycinemia, transient neonatal"	disease
"hyperglycinemia, nonketotic, type i"	disease
"hyperglycinemia, nonketotic, type ii"	disease
"hyperglycinemia, nonketotic, type iii"	disease
nonketotic hyperglycinemia	disease
acute-phase reaction	disease
amyotrophic lateral sclerosis	disease
amyotrophic lateral sclerosis 9	disease
hemangiosarcoma	disease
hereditary spherocytosis	disease
"anemia, hereditary spherocytic hemolytic"	disease
"spherocytosis, type 1 (disorder)"	disease
8p11.2 deletion syndrome	disease
long qt syndrome	disease
romano-ward syndrome	disease
brugada syndrome (disorder)	disease
"ventricular tachycardia, catecholaminergic polymorphic, 1 (disorder)"	disease
long qt syndrome 4	disease
"cardiac arrhythmia, ankyrin-b-related"	disease
progeria	disease
status epilepticus	disease
anhedonia	disease
petit mal status	disease
grand mal status epilepticus	disease
complex partial status epilepticus	disease
"status epilepticus, subclinical"	disease
non-convulsive status epilepticus	disease
simple partial status epilepticus	disease
"mental retardation, autosomal recessive 37"	disease
acute alcohol withdrawal	disease
"progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant, 1"	disease
"progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant, 2"	disease
cataract and cardiomyopathy	disease
"mitochondrial dna depletion syndrome 12b (cardiomyopathic type), autosomal recessive"	disease
"mitochondrial dna depletion syndrome 12a (cardiomyopathic type), autosomal dominant"	disease
lymphatic metastasis	disease
stomach diseases	disease
"lupus erythematosus, systemic"	disease
libman-sacks disease	disease
"pregnancy loss, recurrent, susceptibility to, 3"	disease
sarcoidosis	disease
retinal detachment	disease
skin abnormalities	disease
retinal pigment epithelial detachment	disease
"anemia, macrocytic"	disease
benign neoplasm of colon	disease
rectal carcinoma	disease
hereditary nonpolyposis colorectal neoplasms	disease
gardner syndrome	disease
gastrointestinal hemorrhage	disease
hematochezia	disease
inflammatory bowel diseases	disease
intestinal neoplasms	disease
intestinal polyps	disease
leukocytosis	disease
medulloblastoma	disease
mesothelioma	disease
rectal neoplasms	disease
"fibromatosis, aggressive"	disease
central nervous system neoplasms	disease
pleocytosis	disease
benign neoplasm of stomach	disease
carcinoma in situ of stomach	disease
medullomyoblastoma	disease
hepatoblastoma	disease
"fibromatosis, abdominal"	disease
adenomatous polyps	disease
turcot syndrome (disorder)	disease
childhood medulloblastoma	disease
adult medulloblastoma	disease
intestinal cancer	disease
malignant central nervous system neoplasm	disease
neoplasm of uncertain or unknown behavior of stomach	disease
malignant neoplasm of gastrointestinal tract	disease
colon carcinoma	disease
stomach carcinoma	disease
desmoplastic medulloblastoma	disease
melanotic medulloblastoma	disease
hereditary nonpolyposis colorectal cancer	disease
medulloblastoma with extensive nodularity	disease
"desmoid disease, hereditary"	disease
syndactyly cenani lenz type	disease
aberrant crypt foci	disease
brain tumor-polyposis syndrome 2 (disorder)	disease
"familial adenomatous polyposis, attenuated (disorder)"	disease
desmoid tumor caused by somatic mutation	disease
"gastric cancer, intestinal"	disease
candidiasis	disease
"polyendocrinopathies, autoimmune"	disease
polyglandular type i autoimmune syndrome	disease
"autoimmune syndrome type ii, polyglandular"	disease
polyglandular type iii autoimmune syndrome	disease
"polyglandular deficiency syndrome, persian-jewish type"	disease
"autoimmune polyendocrinopathy syndrome, type i, autosomal dominant"	disease
"autoimmune polyendocrinopathy syndrome, type i, with reversible metaphyseal dysplasia"	disease
"autoimmune polyendocrinopathy syndrome, type 1"	disease
leukemia	disease
chronic lymphocytic leukemia	disease
mucosa-associated lymphoid tissue lymphoma	disease
lymphoproliferative disorders	disease
x-linked lymphoproliferative disorder	disease
"lymphoproliferative syndrome, x-linked, 2"	disease
amyotrophic lateral sclerosis 1	disease
"amyotrophic lateral sclerosis, sporadic"	disease
uterine cervical neoplasm	disease
acute megakaryocytic leukemias	disease
adult t-cell lymphoma/leukemia	disease
"carcinoma, small cell"	disease
cervical cancer	disease
behcet syndrome	disease
edema	disease
