node	type
adenoviridae infections	disease
adrenal cortex diseases	disease
adrenal gland diseases	disease
adrenal hyperplasia, congenital	disease
adrenocortical adenoma	disease
adrenocortical carcinoma	disease
affective disorders, psychotic	disease
aids-related opportunistic infections	disease
akinetic mutism	disease
alopecia areata	disease
altitude sickness	disease
amphetamine-related disorders	disease
amyopathic dermatomyositis	disease
amyotrophic lateral sclerosis	disease
anemia, hypoplastic, congenital	disease
anemia, refractory, with excess of blasts	disease
angioedemas, hereditary	disease
anorexia nervosa	disease
anotia	disease
anti-neutrophil cytoplasmic antibody-associated vasculitis	disease
aortic valve stenosis	disease
aortitis	disease
aphasia, broca	disease
arsenic poisoning	disease
arthritis, juvenile rheumatoid	disease
aspergillosis	disease
asthenia	disease
atypical hemolytic uremic syndrome	disease
azoospermia	disease
bacteremia	disease
bacterial infections	disease
berylliosis	disease
biliary tract neoplasms	disease
blast crisis	disease
blastomycosis	disease
blepharospasm	disease
blue toe syndrome	disease
bone diseases, infectious	disease
bone marrow neoplasms	disease
brachial plexus neuritis	disease
brain abscess	disease
brain hemorrhage, traumatic	disease
bronchial neoplasms	disease
bronchitis	disease
bronchitis, chronic	disease
bronchopneumonia	disease
bronchopulmonary dysplasia	disease
burkitt lymphoma	disease
cachexia	disease
candidiasis	disease
candidiasis, chronic mucocutaneous	disease
candidiasis, invasive	disease
candidiasis, oral	disease
capillary leak syndrome	disease
carcinoma, bronchogenic	disease
carcinoma, ehrlich tumor	disease
carcinoma, large cell	disease
carcinoma, lewis lung	disease
carcinoma, lobular	disease
carcinoma, small cell	disease
carcinoma, squamous cell of head and neck	disease
carcinosarcoma	disease
cardiac output, low	disease
cardiac tamponade	disease
carotid artery injuries	disease
carotid stenosis	disease
cataplexy	disease
cavernous sinus thrombosis	disease
celiac disease	disease
central nervous system fungal infections	disease
cerebral hemorrhage, traumatic	disease
cheilitis	disease
cholangitis, sclerosing	disease
chorioamnionitis	disease
cicatrix	disease
cochlear diseases	disease
colitis, ulcerative	disease
community-acquired infections	disease
conjunctival diseases	disease
conjunctivitis	disease
constipation	disease
contusions	disease
corneal ulcer	disease
craniocerebral trauma	disease
cross infection	disease
cryptococcosis	disease
cushing syndrome	disease
cyanosis	disease
cysticercosis	disease
cytochrome-c oxidase deficiency	disease
deafness	disease
deficiency diseases	disease
dehydration	disease
delayed graft function	disease
dental caries	disease
dermatitis, contact	disease
diabetes insipidus, nephrogenic	disease
diabetic foot	disease
diffuse axonal injury	disease
diplopia	disease
discitis	disease
disease progression	disease
dissociative disorders	disease
dog diseases	disease
dysgerminoma	disease
echinococcosis	disease
eczema	disease
encephalitis	disease
endocarditis, bacterial	disease
endocarditis, subacute bacterial	disease
endolymphatic hydrops	disease
endomyocardial fibrosis	disease
endotoxemia	disease
enterobacteriaceae infections	disease
enterocolitis, necrotizing	disease
enterocolitis, neutropenic	disease
enterocolitis, pseudomembranous	disease
eosinophilia-myalgia syndrome	disease
epidural abscess	disease
erythema	disease
erythema nodosum	disease
esophageal diseases	disease
esophagitis	disease
eye injuries	disease
facial dermatoses	disease
facies	disease
fallopian tube neoplasms	disease
fasciculation	disease
fat necrosis	disease
fibrocystic breast disease	disease
fibroma	disease
focal nodular hyperplasia	disease
foreign-body reaction	disease
gas poisoning	disease
genital neoplasms, female	disease
germinoma	disease
giant cell arteritis	disease
glaucoma, open-angle	disease
gliosis	disease
glomerulonephritis, iga	disease
glomerulonephritis, membranoproliferative	disease
goiter	disease
gonadal dysgenesis	disease
gram-negative bacterial infections	disease
gram-positive bacterial infections	disease
granuloma, laryngeal	disease
granuloma, respiratory tract	disease
granulomatous allergic angiitis	disease
granulosa cell tumor	disease
graves disease	disease
graves ophthalmopathy	disease
hand-foot syndrome	disease
head and neck neoplasms	disease
hearing loss, cisplatin-induced, susceptibility to	disease
hearing loss, conductive	disease
hearing loss, high-frequency	disease
hearing loss, unilateral	disease
heart block	disease
heart injuries	disease
hemangioendothelioma	disease
hemangioma, cavernous	disease
hemiplegia	disease
hemoglobinuria	disease
hemoptysis	disease
hepatic insufficiency	disease
hepatitis, animal	disease
hepatitis b	disease
hepatolenticular degeneration	disease
hereditary angioedema types i and ii	disease
hernia, diaphragmatic	disease
hiccup	disease
hidradenitis suppurativa	disease
high serum cholesterol, familial	disease
histiocytic disorders, malignant	disease
histiocytosis	disease
histiocytosis, langerhans-cell	disease
histoplasmosis	disease
hoarseness	disease
hodgkin disease	disease
huntington disease	disease
hyperaldosteronism	disease
hypercalciuria	disease
hypereosinophilic syndrome	disease
hyperpigmentation	disease
hypersensitivity, immediate	disease
hypersplenism	disease
hypertension, portal	disease
hypertrophy, right ventricular	disease
hypoalphalipoproteinemias	disease
hypomagnesemia 2, renal	disease
hypomagnesemia primary	disease
hypoproteinemia	disease
hypotension, orthostatic	disease
ichthyosis	disease
idiopathic intracranial hypertension with papilledema	disease
ileal diseases	disease
ileus	disease
infarction, middle cerebral artery	disease
inflammatory bowel diseases	disease
intervertebral disc degeneration	disease
intestinal polyps	disease
intracranial aneurysm	disease
iridocyclitis	disease
iron metabolism disorders	disease
isotretinoin embryopathy like syndrome	disease
jaw diseases	disease
joint diseases	disease
kashin-beck disease	disease
kidney cortex necrosis	disease
kleine-levin syndrome	disease
lacrimal apparatus diseases	disease
laryngostenosis	disease
latent tuberculosis	disease
leiomyosarcoma	disease
leishmaniasis	disease
leishmaniasis, cutaneous	disease
leishmaniasis, mucocutaneous	disease
leishmaniasis, visceral	disease
leprosy, lepromatous	disease
leukemia, lymphocytic, chronic, b-cell	disease
leukemia, lymphoid	disease
leukemia, myelomonocytic, chronic	disease
leukemia, promyelocytic, acute	disease
leukomalacia, periventricular	disease
leukorrhea	disease
lichen planus	disease
lipodystrophy	disease
liver abscess, amebic	disease
liver cirrhosis, biliary	disease
liver diseases, alcoholic	disease
lung diseases, fungal	disease
lung diseases, obstructive	disease
lupus nephritis	disease
lymphatic metastasis	disease
lymphedema	disease
lymphocele	disease
lymphoma, aids-related	disease
lymphoma, large b-cell, diffuse	disease
lymphoma, t-cell, peripheral	disease
macrostomia	disease
malnutrition	disease
mastitis	disease
mastodynia	disease
maxillary sinus neoplasms	disease
mediastinitis	disease
meningeal neoplasms	disease
meningitis, aseptic	disease
meningitis, bacterial	disease
meningitis, cryptococcal	disease
meningitis, listeria	disease
meningitis, pneumococcal	disease
meningoencephalitis	disease
menkes kinky hair syndrome	disease
menorrhagia	disease
menstruation disturbances	disease
microphthalmos	disease
microstomia	disease
microvascular angina	disease
miller fisher syndrome	disease
miosis	disease
motion sickness	disease
motor neuron disease	disease
multiple pulmonary nodules	disease
multiple sclerosis	disease
multiple sclerosis, chronic progressive	disease
mushroom poisoning	disease
mycobacterium infections	disease
mycobacterium infections, nontuberculous	disease
mycoses	disease
myelinolysis, central pontine	disease
myopia	disease
myositis, inclusion body	disease
myxedema	disease
narcolepsy	disease
neointima	disease
neoplasms, germ cell and embryonal	disease
neoplasms, glandular and epithelial	disease
neoplasms, unknown primary	disease
nephrolithiasis	disease
neurasthenia	disease
neuritis	disease
neuroblastoma	disease
neurocysticercosis	disease
neuroectodermal tumors	disease
neuromuscular junction diseases	disease
neurotic disorders	disease
neutrophil chemotactic response	disease
night blindness	disease
nocardiosis	disease
nonseminomatous germ cell tumor	disease
occipital horn syndrome	disease
ocular hypertension	disease
ocular hypotension	disease
onychomycosis	disease
opportunistic infections	disease
osteosclerosis	disease
ovarian epithelial cancer	disease
pancreatic diseases	disease
panniculitis, lupus erythematosus	disease
paraganglioma, extra-adrenal	disease
paraparesis, tropical spastic	disease
paraproteinemias	disease
paronychia	disease
pellagra	disease
pemphigoid, bullous	disease
penile diseases	disease
perceptual disorders	disease
periodontitis	disease
peripheral arterial disease	disease
phlebitis	disease
pica	disease
picornaviridae infections	disease
pituitary apoplexy	disease
placental insufficiency	disease
plasmacytoma	disease
pleural diseases	disease
pneumonia, bacterial	disease
pneumonia, pneumococcal	disease
pneumonia, staphylococcal	disease
polyarteritis nodosa	disease
polycystic kidney, autosomal dominant	disease
polycystic kidney diseases	disease
polycythemia vera	disease
polyomavirus infections	disease
polyradiculoneuropathy, chronic inflammatory demyelinating	disease
poultry diseases	disease
precursor b-cell lymphoblastic leukemia-lymphoma	disease
pre-excitation syndromes	disease
pregnancy complications, infectious	disease
primary myelofibrosis	disease
prion diseases	disease
proctitis	disease
protein c deficiency	disease
pseudomonas infections	disease
psoas abscess	disease
pulmonary disease, chronic obstructive	disease
pulmonary fibrosis	disease
pulpitis	disease
pyomyositis	disease
rectal neoplasms	disease
respiratory sounds	disease
retroperitoneal liposarcoma	disease
rhabdoviridae infections	disease
rheumatic diseases	disease
rheumatic fever	disease
rippling muscle disease, 1	disease
rosacea	disease
sacroiliitis	disease
sagittal sinus thrombosis	disease
salmonella infections, animal	disease
sarcoidosis	disease
sarcoma, ewing	disease
sarcoma, synovial	disease
sarcopenia	disease
sciatic neuropathy	disease
scleral diseases	disease
scleritis	disease
scleromyxedema	disease
sclerosis	disease
scrapie	disease
scurvy	disease
sepsis	disease
shock, septic	disease
shoulder pain	disease
shwartzman phenomenon	disease
sjogren&apos;s syndrome	disease
skin diseases, bacterial	disease
sleep apnea, central	disease
somatoform disorders	disease
spinocerebellar degenerations	disease
staphylococcal infections	disease
staphylococcal skin infections	disease
starvation	disease
status asthmaticus	disease
